ID	Technology	Multi_Details	HG_Num	Type	METRIC.Precision	METRIC.Recall	METRIC.F1_Score	TRUTH.TP	TRUTH.FN	QUERY.TP	QUERY.FP	FP.gt	FP.al	challenge_cat
NFT0L	ILLUMINA	NA	3	SNVandINDEL	0.9972953390259174	0.945186518639352	0.9705419958795767	3626037	210282	3647498	9892	3632	782	All Benchmark Regions
NFT0L	ILLUMINA	NA	3	SNVandINDEL	0.9793540409094675	0.5574538110010825	0.710491740064417	153457	121825	153644	3239	313	217	Difficult-to-Map Regions
NFT0L	ILLUMINA	NA	3	SNVandINDEL	0.8333333333333334	0.002571415213427463	0.005127010020974133	55	21334	55	11	10	1	MHC
NFT0L	ILLUMINA	NA	4	SNVandINDEL	0.9972449886709814	0.9457105124401126	0.9707943066375389	3657107	209940	3679475	10165	3637	892	All Benchmark Regions
NFT0L	ILLUMINA	NA	4	SNVandINDEL	0.9780081858762721	0.5634936772076266	0.7150188296186132	157967	122368	158185	3557	349	306	Difficult-to-Map Regions
NFT0L	ILLUMINA	NA	4	SNVandINDEL	0.49171270718232046	0.0039888849049838655	0.007913573111634731	89	22223	89	92	79	6	MHC
23O09	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.99129	0.964051	0.977481	486683	18148	506897	4454	2459	1031	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.277778	0.003028	0.005992	5	1646	5	13	11	2	MHC
23O09	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.947724	0.759172	0.843034	12499	3965	12618	696	135	138	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	3	SNP	0.981828	0.980861	0.981344	3267726	63763	3268914	60502	5548	25636	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	3	SNP	0.648344	0.046611	0.086969	920	18818	920	499	445	20	MHC
23O09	MULTI	ILLUMINAPACBIOONT	3	SNP	0.935449	0.92002	0.92767	238127	20701	238226	16439	3138	1703	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.99211	0.962936	0.977306	505921	19473	527120	4192	2345	995	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.411765	0.007812	0.015334	13	1651	14	20	18	2	MHC
23O09	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.951148	0.75285	0.840461	13208	4336	13376	687	144	114	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	SNP	0.973387	0.98034	0.976851	3299183	66164	3300449	90235	5083	33796	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	SNP	0.678799	0.037068	0.070298	747	19405	746	353	184	30	MHC
23O09	MULTI	ILLUMINAPACBIOONT	2	SNP	0.933098	0.919207	0.9261	238467	20960	238554	17104	2953	2090	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.991276	0.967015	0.978995	494580	16870	515739	4539	2572	1054	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.326531	0.009227	0.017947	16	1718	16	33	25	5	MHC
23O09	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.952732	0.764076	0.848039	12634	3901	12799	635	154	111	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	4	SNP	0.980369	0.981388	0.980878	3293142	62455	3294319	65966	5703	28094	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	4	SNP	0.542037	0.038536	0.071957	793	19785	793	670	578	32	MHC
23O09	MULTI	ILLUMINAPACBIOONT	4	SNP	0.933106	0.921625	0.92733	243133	20676	243216	17436	3308	1977	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9759237388309422	0.9779895397817536	0.9769555472585035	3805104	85637	3827569	94427	7428	34791	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9340392479636365	0.9086691386462843	0.9211795475358708	251675	25296	251930	17791	3097	2204	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.6707855251544572	0.034836817015034834	0.06623382282452393	760	21056	760	373	202	32	MHC
23O09	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9830877530451599	0.9786485486090837	0.9808631280990394	3754409	81911	3775811	64956	8007	26667	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9360584224883293	0.910400592825073	0.9230512409804389	250626	24666	250844	17135	3273	1841	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.6437021572720947	0.043246528589461875	0.08104792780162973	925	20464	925	512	456	22	MHC
23O09	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9818312445900247	0.9794869315009619	0.9806576869969723	3787722	79325	3810058	70505	8275	29148	All Benchmark Regions
23O09	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9340681391971862	0.9123327055332021	0.9230724899398193	255767	24577	256015	18071	3462	2088	Difficult-to-Map Regions
23O09	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.53505291005291	0.036258515596988165	0.06791470785762256	809	21503	809	703	603	37	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.991325	0.964047	0.977496	486680	18150	506915	4436	2458	1014	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.277778	0.003028	0.005992	5	1646	5	13	11	2	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.947799	0.759067	0.842999	12495	3966	12619	695	136	136	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	SNP	0.989324	0.977308	0.98328	3255892	75597	3257045	35146	4853	15712	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	SNP	0.651669	0.022748	0.043961	449	19289	449	240	236	3	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	SNP	0.954245	0.908545	0.930835	235157	23671	235251	11280	2899	1102	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.99133	0.967014	0.979021	494581	16871	515770	4511	2572	1026	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.326531	0.009227	0.017947	16	1718	16	33	25	5	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.952732	0.764019	0.848003	12630	3901	12799	635	154	111	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	SNP	0.989741	0.976888	0.983273	3278042	77555	3279173	33989	4765	14852	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	SNP	0.643759	0.022305	0.043117	459	20119	459	254	238	7	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	SNP	0.954136	0.90647	0.929692	239135	24674	239218	11499	2897	1294	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.993918	0.954048	0.973575	501249	24143	522451	3197	2126	725	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.4	0.002404	0.004779	4	1660	4	6	5	1	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.97667	0.5804	0.72811	10175	7356	10340	247	51	51	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	SNP	0.990717	0.977868	0.984251	3290865	74482	3292079	30847	2356	17523	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	SNP	0.789649	0.023472	0.045588	473	19679	473	126	124	2	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	SNP	0.968922	0.915653	0.941534	237545	21882	237628	7622	687	1036	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.991154126177644	0.974651345155766	0.9828334658977914	3792114	98625	3814530	34044	4482	18248	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9692421346404155	0.8944316466756692	0.9303353915315239	247720	29238	247968	7869	738	1087	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.7832512315270936	0.021864686468646866	0.04254180602006689	477	21339	477	132	129	3	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9895933842718182	0.9755632938762392	0.9825282556789751	3742572	93747	3763960	39582	7311	16726	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9539148338432527	0.8996073217600412	0.9259654828151634	247652	27637	247870	11975	3035	1238	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.6421499292786421	0.02122586376174669	0.04109341057204924	454	20935	454	253	247	5	MHC
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9899568090617233	0.9755818972037851	0.9827167878766581	3772623	94426	3794943	38500	7337	15878	All Benchmark Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9540641527005387	0.8980702004708568	0.925220768580541	251765	28575	252017	12134	3051	1405	Difficult-to-Map Regions
QUE7Q	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.6233595800524935	0.021288992470419505	0.04117188177169108	475	21837	475	287	263	12	MHC
W91C1	MULTI	ILLUMINAPACBIO	4	INDEL	0.99745	0.997603	0.997527	510224	1226	532455	1361	832	295	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	4	INDEL	0.988565	0.977509	0.983006	1695	39	1902	22	10	10	MHC
W91C1	MULTI	ILLUMINAPACBIO	4	INDEL	0.989857	0.988019	0.988937	16328	198	16590	170	83	22	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	4	SNP	0.999242	0.999242	0.999242	3353055	2542	3353824	2544	730	255	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	4	SNP	0.997726	0.990087	0.993892	20374	204	20185	46	18	14	MHC
W91C1	MULTI	ILLUMINAPACBIO	4	SNP	0.992688	0.991763	0.992225	261636	2173	261628	1927	615	139	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	2	INDEL	0.999186	0.998925	0.999055	524830	565	547404	446	309	100	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	2	INDEL	0.993056	0.991587	0.992321	1650	14	1859	13	7	6	MHC
W91C1	MULTI	ILLUMINAPACBIO	2	INDEL	0.997747	0.993951	0.995846	17418	106	17718	40	18	11	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	2	SNP	0.999923	0.999633	0.99977800000000006	3364113	1234	3365023	259	147	29	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	2	SNP	0.9999	0.999802	0.999851	20148	4	19944	2	0	2	MHC
W91C1	MULTI	ILLUMINAPACBIO	2	SNP	0.999218	0.99539	0.9973	258231	1196	258227	202	121	10	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	3	INDEL	0.997331	0.997671	0.997501	503654	1176	525045	1405	823	301	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	3	INDEL	0.986052	0.987886	0.986968	1631	20	1838	26	11	14	MHC
W91C1	MULTI	ILLUMINAPACBIO	3	INDEL	0.988112	0.986447	0.987279	16231	223	16457	198	87	26	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	3	SNP	0.999144	0.999197	0.99917	3328813	2676	3329650	2853	769	237	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	3	SNP	0.998464	0.99691	0.997686	19677	61	19498	30	23	6	MHC
W91C1	MULTI	ILLUMINAPACBIO	3	SNP	0.991844	0.990414	0.991129	256347	2481	256342	2108	646	146	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9998198374090115	0.999537620330518	0.9996787089517458	3888943	1799	3912427	705	456	129	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9991237820751881	0.9952988073702568	0.9972076268863344	275649	1302	275945	242	139	21	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9993124942707856	0.9991749174917491	0.9992437011458435	21798	18	21803	15	7	8	MHC
W91C1	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9988965918994089	0.9989959124879866	0.9989462497249514	3832467	3852	3854695	4258	1592	538	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9916177459515457	0.9901773454130673	0.9908970222291704	272578	2704	272799	2306	733	172	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9973821989528796	0.9962130066856796	0.9967972599686965	21308	81	21336	56	34	20	MHC
W91C1	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9989961914397879	0.9990256130840923	0.9990109020453175	3863279	3768	3886279	3905	1562	550	All Benchmark Regions
W91C1	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.992519130264167	0.9915422619366115	0.9920304556159635	277964	2371	278218	2097	698	161	Difficult-to-Map Regions
W91C1	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9969307154141277	0.9891089996414485	0.9930044552079943	22069	243	22087	68	28	24	MHC
YBE9U	MULTI	ILLUMINAPACBIO	4	INDEL	0.99762	0.99755	0.997585	510197	1253	532426	1270	795	258	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	4	INDEL	0.988542	0.977509	0.982994	1695	39	1898	22	10	10	MHC
YBE9U	MULTI	ILLUMINAPACBIO	4	INDEL	0.990608	0.986143	0.98837	16297	229	16559	157	81	16	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	4	SNP	0.999262	0.99893	0.999096	3352008	3589	3352779	2476	719	245	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	4	SNP	0.998014	0.985859	0.991899	20287	291	20100	40	15	14	MHC
YBE9U	MULTI	ILLUMINAPACBIO	4	SNP	0.993221	0.988071	0.990639	260662	3147	260654	1779	610	118	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	INDEL	0.999202	0.998864	0.999033	524798	597	547368	437	309	98	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	INDEL	0.993583	0.992188	0.992885	1651	13	1858	12	5	7	MHC
YBE9U	MULTI	ILLUMINAPACBIO	2	INDEL	0.998028	0.993438	0.995727	17409	115	17709	35	18	8	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	SNP	0.999927	0.999629	0.99977800000000006	3364098	1249	3365011	247	136	29	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	SNP	0.9999	0.999653	0.999776	20145	7	19944	2	0	2	MHC
YBE9U	MULTI	ILLUMINAPACBIO	2	SNP	0.999249	0.995347	0.997295	258220	1207	258216	194	112	12	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	3	INDEL	0.997441	0.997613	0.997527	503625	1205	525015	1347	792	283	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	3	INDEL	0.985969	0.986069	0.986019	1628	23	1827	26	14	12	MHC
YBE9U	MULTI	ILLUMINAPACBIO	3	INDEL	0.988148	0.984502	0.986322	16199	255	16424	197	82	32	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	3	SNP	0.999166	0.998901	0.999034	3327828	3661	3328671	2778	722	222	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	3	SNP	0.99846	0.994376	0.996414	19627	111	19454	30	24	5	MHC
YBE9U	MULTI	ILLUMINAPACBIO	3	SNP	0.992304	0.986825	0.989557	255418	3410	255413	1981	602	123	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9998252008720534	0.9995255403725047	0.9996753481658853	3888896	1846	3912379	684	445	127	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9991707525511128	0.9952265924297078	0.9971947724653971	275629	1322	275925	229	130	20	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9993582691602494	0.9990832416574991	0.9992207364840955	21796	20	21802	14	5	9	MHC
YBE9U	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9989307407750146	0.9987315966164441	0.9988311587695283	3831453	4866	3853686	4125	1514	505	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9920515300257285	0.9866863797850931	0.989361681370861	271617	3665	271837	2178	684	155	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9973754510943431	0.9937350974800131	0.9955519464522554	21255	134	21281	56	38	17	MHC
YBE9U	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9990367582414899	0.9987478817816282	0.9988922991260223	3862205	4842	3885205	3746	1514	503	All Benchmark Regions
YBE9U	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9930646357321717	0.9879572654145933	0.9905043667916622	276959	3376	277213	1936	691	134	Difficult-to-Map Regions
YBE9U	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9971894832275612	0.9852097525994981	0.991163420879318	21982	330	21998	62	25	24	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.997357	0.99769	0.997524	503664	1166	524864	1391	815	295	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.99281	0.993943	0.993376	1641	10	1657	12	3	8	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.988164	0.986447	0.987305	16231	223	16447	197	87	25	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	3	SNP	0.999147	0.999211	0.999179	3328859	2630	3329964	2844	760	237	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	3	SNP	0.998941	0.99924	0.999091	19723	15	19812	21	14	6	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	3	SNP	0.991844	0.990442	0.991142	256354	2474	256363	2108	646	146	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.999167	0.998927	0.999047	524831	564	547206	456	306	108	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.986342	0.992188	0.989256	1651	13	1661	23	4	14	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.997746	0.994008	0.995874	17419	105	17705	40	17	12	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	SNP	0.999922	0.999635	0.99977800000000006	3364117	1230	3365319	262	147	32	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	SNP	0.999753	1	0.999876	20152	0	20240	5	0	5	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	2	SNP	0.999218	0.99539	0.9973	258231	1196	258243	202	121	10	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.997459	0.997636	0.997548	510241	1209	532271	1356	828	294	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.990202	0.987313	0.988755	1712	22	1718	17	6	9	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.989843	0.987958	0.9889	16327	199	16567	170	84	21	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	4	SNP	0.999243	0.999289	0.999266	3353210	2387	3354257	2540	724	263	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	4	SNP	0.997967	0.997619	0.997793	20529	49	20618	42	12	22	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	4	SNP	0.992712	0.991748	0.992229	261632	2177	261649	1921	615	138	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9998165204665287	0.9995389054324342	0.999677693675743	3888948	1794	3912525	718	453	140	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9991237915927441	0.9953024181172843	0.9972094439285863	275650	1301	275948	242	138	22	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9987231519905149	0.9994041070773744	0.9990635135003366	21803	13	21901	28	4	19	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9989025833473048	0.9990105098142256	0.9989565436656929	3832523	3796	3854828	4235	1575	532	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9916216854769824	0.990202773882782	0.9909117217362793	272585	2697	272810	2305	733	171	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9984652590456702	0.9988311749029876	0.998648183455415	21364	25	21469	33	17	14	MHC
WX8VK	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9989985667371988	0.9990700914677272	0.99903432782228	3863451	3596	3886528	3896	1552	557	All Benchmark Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9925403218613877	0.9915244261330194	0.9920321139139245	277959	2376	278216	2091	699	159	Difficult-to-Map Regions
WX8VK	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.997365483366823	0.9968178558623162	0.9970915944219136	22241	71	22336	59	18	31	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.997467	0.997639	0.997553	503638	1192	524845	1333	781	279	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.99281	0.993943	0.993376	1641	10	1657	12	3	8	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	INDEL	0.988319	0.984502	0.986407	16199	255	16414	194	82	29	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	SNP	0.999169	0.99893	0.999049	3327924	3565	3329029	2769	712	223	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	SNP	0.998941	0.99924	0.999091	19723	15	19812	21	14	6	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	SNP	0.992304	0.986864	0.989577	255428	3400	255437	1981	602	123	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.997629	0.997583	0.997606	510214	1236	532246	1265	791	257	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.990202	0.987313	0.988755	1712	22	1718	17	6	9	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	INDEL	0.990595	0.986083	0.988334	16296	230	16536	157	82	15	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	SNP	0.999262	0.999003	0.999132	3352250	3347	3353297	2478	716	253	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	SNP	0.997967	0.997619	0.997793	20529	49	20618	42	12	22	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	SNP	0.993233	0.988075	0.99064700000000006	260663	3146	260680	1776	610	117	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.999182	0.998864	0.999023	524798	597	547171	448	308	105	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.986342	0.992188	0.989256	1651	13	1661	23	4	14	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	INDEL	0.99797	0.993495	0.995727	17410	114	17696	36	18	9	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	SNP	0.999926	0.999631	0.99977800000000006	3364105	1242	3365307	250	136	32	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	SNP	0.999753	1	0.999876	20152	0	20240	5	0	5	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	SNP	0.999249	0.995347	0.997295	258220	1207	258232	194	112	12	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9998216282630784	0.9995273395151876	0.9996744622306161	3888903	1839	3912478	698	444	137	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9991671434468674	0.9952302031767353	0.9971947875518457	275630	1321	275928	230	130	21	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	2	SNVandINDEL	0.9987231519905149	0.9994041070773744	0.9990635135003366	21803	13	21901	28	4	19	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9989367481809115	0.9987600092693022	0.9988483709069426	3831562	4757	3853874	4102	1493	502	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9920627969608723	0.9867227061703998	0.9893855459919129	271627	3655	271851	2175	684	152	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	3	SNVandINDEL	0.9984652590456702	0.9988311749029876	0.998648183455415	21364	25	21469	33	17	14	MHC
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9990376125592204	0.9988148579523342	0.9989262228375393	3862464	4583	3885543	3743	1507	510	All Benchmark Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.9930753826809339	0.9879572654145933	0.9905097125655205	276959	3376	277216	1933	692	132	Difficult-to-Map Regions
CZA1Y	MULTI	ILLUMINAPACBIOONT	4	SNVandINDEL	0.997365483366823	0.9968178558623162	0.9970915944219136	22241	71	22336	59	18	31	MHC
KXBR8	ILLUMINA	NA	2	INDEL	0.998345	0.995344	0.996842	522949	2446	545215	904	702	105	All Benchmark Regions
KXBR8	ILLUMINA	NA	2	INDEL	0.99194	0.987981	0.989956	1644	20	1846	15	5	10	MHC
KXBR8	ILLUMINA	NA	2	INDEL	0.992466	0.930678	0.96058	16312	1215	16599	126	42	18	Difficult-to-Map Regions
KXBR8	ILLUMINA	NA	2	SNP	0.999637	0.994747	0.997186	3347668	17679	3348583	1216	368	201	All Benchmark Regions
KXBR8	ILLUMINA	NA	2	SNP	0.998485	0.990621	0.994538	19963	189	19770	30	14	8	MHC
KXBR8	ILLUMINA	NA	2	SNP	0.995619	0.933897	0.963771	242278	17149	242273	1066	326	139	Difficult-to-Map Regions
KXBR8	ILLUMINA	NA	4	INDEL	0.996994	0.994396	0.995693	508584	2866	530624	1600	1085	197	All Benchmark Regions
KXBR8	ILLUMINA	NA	4	INDEL	0.987907	0.969435	0.978584	1681	53	1879	23	5	14	MHC
KXBR8	ILLUMINA	NA	4	INDEL	0.977612	0.914861	0.945197	15119	1407	15371	352	123	28	Difficult-to-Map Regions
KXBR8	ILLUMINA	NA	4	SNP	0.998334	0.993401	0.995862	3333455	22142	3334243	5563	1525	577	All Benchmark Regions
KXBR8	ILLUMINA	NA	4	SNP	0.995353	0.976334	0.985752	20091	487	19918	93	56	25	MHC
KXBR8	ILLUMINA	NA	4	SNP	0.980811	0.919715	0.949281	242629	21180	242631	4747	1401	443	Difficult-to-Map Regions
KXBR8	ILLUMINA	NA	3	INDEL	0.996944	0.994675	0.995809	502142	2688	523347	1604	1057	193	All Benchmark Regions
KXBR8	ILLUMINA	NA	3	INDEL	0.987048	0.984858	0.985952	1626	25	1829	24	11	10	MHC
KXBR8	ILLUMINA	NA	3	INDEL	0.975316	0.918682	0.946153	15116	1338	15331	388	130	45	Difficult-to-Map Regions
